Hand 0 Finger 0 Metacarpal Bone X,Hand 0 Finger 0 Metacarpal Bone Y,Hand 0 Finger 0 Metacarpal Bone Z,Hand 0 Finger 0 Proximal Bone X,Hand 0 Finger 0 Proximal Bone Y,Hand 0 Finger 0 Proximal Bone Z,Hand 0 Finger 0 Intermediate Bone X,Hand 0 Finger 0 Intermediate Bone Y,Hand 0 Finger 0 Intermediate Bone Z,Hand 0 Finger 0 Distal Bone X,Hand 0 Finger 0 Distal Bone Y,Hand 0 Finger 0 Distal Bone Z,Hand 0 Finger 1 Metacarpal Bone X,Hand 0 Finger 1 Metacarpal Bone Y,Hand 0 Finger 1 Metacarpal Bone Z,Hand 0 Finger 1 Proximal Bone X,Hand 0 Finger 1 Proximal Bone Y,Hand 0 Finger 1 Proximal Bone Z,Hand 0 Finger 1 Intermediate Bone X,Hand 0 Finger 1 Intermediate Bone Y,Hand 0 Finger 1 Intermediate Bone Z,Hand 0 Finger 1 Distal Bone X,Hand 0 Finger 1 Distal Bone Y,Hand 0 Finger 1 Distal Bone Z,Hand 0 Finger 2 Metacarpal Bone X,Hand 0 Finger 2 Metacarpal Bone Y,Hand 0 Finger 2 Metacarpal Bone Z,Hand 0 Finger 2 Proximal Bone X,Hand 0 Finger 2 Proximal Bone Y,Hand 0 Finger 2 Proximal Bone Z,Hand 0 Finger 2 Intermediate Bone X,Hand 0 Finger 2 Intermediate Bone Y,Hand 0 Finger 2 Intermediate Bone Z,Hand 0 Finger 2 Distal Bone X,Hand 0 Finger 2 Distal Bone Y,Hand 0 Finger 2 Distal Bone Z,Hand 0 Finger 3 Metacarpal Bone X,Hand 0 Finger 3 Metacarpal Bone Y,Hand 0 Finger 3 Metacarpal Bone Z,Hand 0 Finger 3 Proximal Bone X,Hand 0 Finger 3 Proximal Bone Y,Hand 0 Finger 3 Proximal Bone Z,Hand 0 Finger 3 Intermediate Bone X,Hand 0 Finger 3 Intermediate Bone Y,Hand 0 Finger 3 Intermediate Bone Z,Hand 0 Finger 3 Distal Bone X,Hand 0 Finger 3 Distal Bone Y,Hand 0 Finger 3 Distal Bone Z,Hand 0 Finger 4 Metacarpal Bone X,Hand 0 Finger 4 Metacarpal Bone Y,Hand 0 Finger 4 Metacarpal Bone Z,Hand 0 Finger 4 Proximal Bone X,Hand 0 Finger 4 Proximal Bone Y,Hand 0 Finger 4 Proximal Bone Z,Hand 0 Finger 4 Intermediate Bone X,Hand 0 Finger 4 Intermediate Bone Y,Hand 0 Finger 4 Intermediate Bone Z,Hand 0 Finger 4 Distal Bone X,Hand 0 Finger 4 Distal Bone Y,Hand 0 Finger 4 Distal Bone Z,Hand 1 Finger 0 Metacarpal Bone X,Hand 1 Finger 0 Metacarpal Bone Y,Hand 1 Finger 0 Metacarpal Bone Z,Hand 1 Finger 0 Proximal Bone X,Hand 1 Finger 0 Proximal Bone Y,Hand 1 Finger 0 Proximal Bone Z,Hand 1 Finger 0 Intermediate Bone X,Hand 1 Finger 0 Intermediate Bone Y,Hand 1 Finger 0 Intermediate Bone Z,Hand 1 Finger 0 Distal Bone X,Hand 1 Finger 0 Distal Bone Y,Hand 1 Finger 0 Distal Bone Z,Hand 1 Finger 1 Metacarpal Bone X,Hand 1 Finger 1 Metacarpal Bone Y,Hand 1 Finger 1 Metacarpal Bone Z,Hand 1 Finger 1 Proximal Bone X,Hand 1 Finger 1 Proximal Bone Y,Hand 1 Finger 1 Proximal Bone Z,Hand 1 Finger 1 Intermediate Bone X,Hand 1 Finger 1 Intermediate Bone Y,Hand 1 Finger 1 Intermediate Bone Z,Hand 1 Finger 1 Distal Bone X,Hand 1 Finger 1 Distal Bone Y,Hand 1 Finger 1 Distal Bone Z,Hand 1 Finger 2 Metacarpal Bone X,Hand 1 Finger 2 Metacarpal Bone Y,Hand 1 Finger 2 Metacarpal Bone Z,Hand 1 Finger 2 Proximal Bone X,Hand 1 Finger 2 Proximal Bone Y,Hand 1 Finger 2 Proximal Bone Z,Hand 1 Finger 2 Intermediate Bone X,Hand 1 Finger 2 Intermediate Bone Y,Hand 1 Finger 2 Intermediate Bone Z,Hand 1 Finger 2 Distal Bone X,Hand 1 Finger 2 Distal Bone Y,Hand 1 Finger 2 Distal Bone Z,Hand 1 Finger 3 Metacarpal Bone X,Hand 1 Finger 3 Metacarpal Bone Y,Hand 1 Finger 3 Metacarpal Bone Z,Hand 1 Finger 3 Proximal Bone X,Hand 1 Finger 3 Proximal Bone Y,Hand 1 Finger 3 Proximal Bone Z,Hand 1 Finger 3 Intermediate Bone X,Hand 1 Finger 3 Intermediate Bone Y,Hand 1 Finger 3 Intermediate Bone Z,Hand 1 Finger 3 Distal Bone X,Hand 1 Finger 3 Distal Bone Y,Hand 1 Finger 3 Distal Bone Z,Hand 1 Finger 4 Metacarpal Bone X,Hand 1 Finger 4 Metacarpal Bone Y,Hand 1 Finger 4 Metacarpal Bone Z,Hand 1 Finger 4 Proximal Bone X,Hand 1 Finger 4 Proximal Bone Y,Hand 1 Finger 4 Proximal Bone Z,Hand 1 Finger 4 Intermediate Bone X,Hand 1 Finger 4 Intermediate Bone Y,Hand 1 Finger 4 Intermediate Bone Z,Hand 1 Finger 4 Distal Bone X,Hand 1 Finger 4 Distal Bone Y,Hand 1 Finger 4 Distal Bone Z,Hand sign
2.832672,-10.876373,47.627491,16.222298,-8.273926,32.725143,34.010101,-8.912292,5.205338,37.722172,-15.950195,-13.556778,3.850952,11.560852,16.389034,29.595032,7.673889,-10.977837,37.232773,-9.401550,-4.173544,30.603256,-12.326050,8.421228,-6.026649,4.138580,8.823452,19.589153,-1.981262,-17.323996,30.195797,-18.706543,-6.782340,22.224167,-21.172363,7.422977,-15.919815,-5.358582,4.548615,4.765682,-13.308594,-20.276791,16.435852,-27.573059,-9.055613,11.039040,-28.328552,6.135542,-23.388390,-17.885986,2.762268,-8.133499,-23.415100,-21.437595,4.169380,-32.338562,-13.583382,1.889084,-31.750854,-1.309416,1.000000,39.508068,-20.707336,20.628918,34.236912,-13.872040,2.280613,23.146099,3.029724,-23.624434,14.005276,19.632843,-31.502607,7.516857,-19.229156,-1.078165,-3.455832,4.046478,-35.102978,8.777290,23.074860,-40.732887,21.536015,28.252045,-35.977364,0.879253,-8.741425,7.336834,-10.062534,15.687103,-27.541313,5.001942,34.208710,-38.564445,18.893093,38.194092,-32.999203,-2.172840,1.002136,17.476501,-12.878359,25.428375,-11.457038,1.462055,42.739410,-23.937311,15.795315,48.692810,-22.758345,-1.449705,11.696228,27.505051,-13.853939,34.090729,4.483768,-2.468126,44.413544,-6.065788,10.108532,46.055878,-7.694752,1.000000
2.736351,-10.358459,47.747890,16.171501,-7.873840,32.862656,34.010288,-8.768066,5.393455,37.716045,-16.017212,-13.291604,3.593735,11.884827,16.280846,29.870369,8.290161,-11.192254,38.111851,-8.550232,-4.504827,31.509418,-11.800598,8.002103,-6.023926,4.092346,8.758462,19.907734,-1.912476,-17.482353,30.791649,-18.436768,-7.038884,22.774017,-21.060486,7.083776,-15.845070,-5.503723,4.545667,5.124657,-13.400208,-20.420803,16.939941,-27.451996,-9.353263,11.420841,-28.337036,5.788922,-23.289017,-18.048126,2.852782,-7.815460,-23.608978,-21.500221,4.580109,-32.368896,-13.792816,2.203556,-31.897583,-1.536425,1.000000,41.127373,-18.453308,21.096113,36.505547,-12.258850,2.335466,25.370197,4.047333,-23.384819,15.007202,20.436096,-30.216324,8.778206,-18.777832,-1.180973,-4.135145,4.857513,-34.444641,5.690865,25.718506,-39.829262,18.116833,30.408478,-35.540565,1.092960,-8.836365,7.344904,-11.046349,15.682648,-27.199398,2.133499,36.239288,-38.740997,16.275192,43.369812,-35.736408,-2.789810,0.704193,17.389055,-15.461140,25.093536,-11.893538,-2.985683,43.417572,-24.818375,11.167847,51.093262,-25.782841,-2.763309,11.346832,27.520105,-15.991983,33.174713,4.390509,-6.075909,45.751190,-8.284685,5.637535,48.384430,-11.455706,1.000000
2.757366,-10.258759,47.850952,16.275024,-7.641388,33.065056,34.245750,-8.409454,5.716076,38.065613,-15.670441,-12.950586,3.658314,11.811432,16.264215,29.852013,8.060272,-11.166027,38.066910,-8.767914,-4.353745,31.579540,-11.776031,8.234846,-6.084293,4.177277,8.739344,19.868782,-1.896759,-17.421062,30.822868,-18.549286,-6.908834,22.875790,-21.307892,7.204927,-15.887493,-5.442474,4.530123,5.118336,-13.374573,-20.389725,17.020351,-27.502472,-9.280548,11.578075,-28.498505,5.870628,-23.285183,-18.023712,2.850786,-7.778179,-23.600739,-21.441067,4.647736,-32.358063,-13.673885,2.280369,-31.915497,-1.419533,1.000000,41.875755,-17.386780,21.354353,37.208580,-11.217865,2.596716,25.939322,5.267914,-22.735157,15.510279,21.881836,-29.143055,9.141275,-18.664764,-1.008741,-4.389143,4.492340,-34.012306,4.798761,25.938782,-39.454681,17.232069,31.477814,-35.910599,1.291090,-8.739502,7.503538,-12.257006,15.204285,-27.137424,-1.034016,36.601288,-39.719967,12.301210,45.930023,-39.231060,-2.722551,0.984772,17.361227,-16.361708,24.514984,-12.438236,-5.667990,43.570587,-27.117764,7.398966,52.350433,-29.368750,-3.110640,11.654572,27.489866,-17.202175,32.668579,3.857355,-8.521013,45.105316,-9.967978,2.304773,48.576019,-15.085706,1.000000
2.689789,-9.979187,47.970699,16.306004,-7.369385,33.277622,34.431000,-8.146851,6.046603,38.339844,-15.394806,-12.603878,3.584469,11.956604,16.187244,29.829639,8.016052,-10.883699,37.993633,-8.811340,-3.682866,31.374004,-11.690308,8.831607,-6.082661,4.199738,8.694793,19.971409,-1.975586,-17.346642,30.966270,-18.677551,-6.740748,22.967617,-21.579895,7.294333,-15.882053,-5.440552,4.527438,5.236874,-13.443909,-20.361660,17.172184,-27.598511,-9.244386,11.667072,-28.766602,5.867976,-23.286587,-18.023834,2.910563,-7.689350,-23.688110,-21.393604,4.748531,-32.454376,-13.640715,2.326412,-32.144073,-1.393247,1.000000,42.123653,-16.475006,21.643646,37.131702,-10.232910,2.998755,25.488560,6.279358,-22.228981,15.022297,22.849579,-28.761612,9.321346,-18.551758,-0.675879,-3.856518,3.730255,-34.052261,5.586666,25.195282,-39.670933,17.686295,31.892029,-36.168896,1.441441,-8.625214,7.667423,-12.642803,14.536072,-27.259907,-1.963459,35.892914,-40.168957,11.041145,45.673004,-40.211678,-2.644377,1.324799,17.280834,-16.517952,24.164093,-12.905743,-6.223303,43.455719,-28.050524,6.482468,52.717010,-30.266163,-3.241447,12.093842,27.341946,-17.834299,32.300018,3.170719,-9.542145,44.520538,-10.997187,1.012104,48.705200,-16.378307,1.000000
2.606220,-9.817596,48.035706,16.199928,-7.347748,33.299423,34.300831,-8.325439,6.043615,38.185520,-15.665863,-12.563631,3.416008,12.145538,16.139793,29.891598,8.328735,-10.857065,38.229790,-8.492859,-3.659315,31.509975,-11.616730,8.734472,-6.050400,4.131195,8.662514,20.095482,-2.053894,-17.398958,31.125038,-18.723785,-6.828402,23.098114,-21.664307,7.183207,-15.835281,-5.527527,4.510933,5.388367,-13.533295,-20.412418,17.332745,-27.634491,-9.345459,11.773010,-28.863281,5.759108,-23.260887,-18.093414,2.920280,-7.564575,-23.774933,-21.416576,4.891247,-32.489838,-13.698361,2.431763,-32.235260,-1.448284,1.000000,42.143982,-16.296936,21.649860,37.079819,-10.192963,2.979803,25.332214,6.082031,-22.388393,14.815468,22.539795,-29.084850,9.355747,-18.503235,-0.578461,-3.766033,3.519928,-34.134811,5.783638,24.835693,-39.773651,17.810589,31.724640,-36.149899,1.462162,-8.594452,7.700058,-12.558144,14.335480,-27.360340,-1.683270,35.563629,-40.306061,11.443703,45.179474,-40.086052,-2.623133,1.395355,17.261696,-16.409447,24.128510,-12.941799,-5.749159,43.309967,-27.844215,7.229858,52.311188,-29.660208,-3.205994,12.221588,27.274029,-17.839796,32.234039,2.983337,-9.434452,44.347260,-11.153248,1.351097,48.391907,-16.135187,1.000000
2.098995,-9.332397,48.324062,15.692272,-7.030609,33.572426,33.798763,-8.363190,6.370433,37.650517,-16.016724,-12.070990,3.252659,12.276520,16.012806,29.904682,8.196381,-10.946909,38.173439,-8.578674,-3.735853,31.460159,-11.581970,8.705789,-6.203190,4.253296,8.522626,20.153591,-2.207855,-17.243515,31.110943,-18.713409,-6.362062,23.046906,-21.379730,7.700860,-15.902584,-5.496521,4.381835,5.534100,-13.785583,-20.194168,17.446167,-27.708344,-8.766469,11.878750,-28.606354,6.357795,-23.207935,-18.144653,2.866094,-7.297527,-24.098511,-21.199493,5.146370,-32.690216,-13.205311,2.701817,-32.179016,-0.955962,1.000000,41.879887,-16.686584,21.635002,36.949963,-10.687439,2.891869,25.281727,5.395264,-22.635532,14.635014,21.722809,-29.402279,9.310307,-18.588226,-0.731060,-4.446491,3.832611,-34.341846,4.160286,25.410065,-40.175217,16.039127,32.633881,-36.783829,1.365898,-8.649872,7.612988,-12.554882,14.722687,-27.399830,-1.752277,36.159576,-40.360546,11.368507,45.912018,-40.219131,-2.742840,1.209259,17.286095,-16.632732,24.306427,-12.891689,-6.683739,43.918610,-28.257103,5.556660,53.910156,-31.333338,-3.207747,11.983307,27.360332,-17.991608,32.235474,3.037552,-10.095112,44.732483,-11.260139,0.217632,49.685425,-16.658976,1.000000
2.020931,-9.402039,48.284813,15.636864,-7.103271,33.552727,33.774147,-8.387054,6.357416,37.650871,-15.938141,-12.132751,3.136803,12.319122,16.041815,29.967300,8.458466,-10.891806,38.409889,-8.347961,-3.765428,31.681080,-11.591766,8.591356,-6.192307,4.175629,8.523146,20.227791,-2.179901,-17.172985,31.129402,-18.696136,-6.301154,22.951702,-21.421478,7.682978,-15.871704,-5.576538,4.344604,5.638680,-13.761017,-20.148489,17.462128,-27.670135,-8.688074,11.727409,-28.618927,6.369848,-23.182312,-18.212006,2.787212,-7.188248,-24.065216,-21.218616,5.200264,-32.639679,-13.177636,2.602711,-32.196869,-0.962345,1.000000,41.721359,-16.738007,21.646250,36.838882,-10.665833,2.914211,25.090191,5.385468,-22.627850,14.188354,21.526764,-29.411667,9.341316,-18.662598,-0.855650,-4.721691,4.017822,-34.323166,3.604576,25.580261,-39.943501,15.612026,32.226776,-36.292892,1.369503,-8.630768,7.524645,-12.236326,15.040405,-27.332670,-0.915115,36.456421,-39.797112,12.599213,45.610931,-38.795624,-2.793365,1.080322,17.317347,-16.553368,24.331909,-12.746592,-6.391697,43.899841,-27.877827,5.759644,54.059723,-31.259861,-3.279350,11.794037,27.454161,-17.944370,32.165649,3.211170,-9.844818,44.653656,-10.931109,0.616173,49.516113,-16.150738,1.000000
1.777664,-9.397736,48.063988,15.462086,-6.988068,33.404877,33.728836,-8.028168,6.258364,37.709236,-15.366150,-12.318281,3.016438,12.397278,16.083706,30.113640,8.741669,-10.781081,38.609581,-7.849152,-3.674702,31.686039,-11.102173,8.603727,-6.140903,4.084808,8.544977,20.428341,-2.115967,-17.162411,31.184498,-18.439728,-6.401262,22.752449,-21.138611,7.490864,-15.832340,-5.633759,4.325527,5.841892,-13.657227,-20.178234,17.538380,-27.435303,-8.799889,11.524666,-28.447174,6.173538,-23.233135,-18.202606,2.717871,-7.076801,-23.892548,-21.330719,5.268917,-32.363678,-13.349166,2.453625,-32.019135,-1.178724,1.000000,41.647118,-16.884369,21.576349,36.837440,-10.464874,2.940350,25.186558,5.993469,-22.444958,14.284996,22.178284,-29.114103,9.393894,-18.645447,-1.043724,-4.663353,4.458099,-34.172626,3.749908,26.041992,-39.517521,15.978226,32.049500,-35.825699,1.365753,-8.701111,7.431684,-12.160675,15.316101,-27.245302,-0.801208,36.856598,-39.452454,12.736073,45.982422,-38.261578,-2.857380,0.869690,17.336130,-16.520086,24.390320,-12.522809,-6.240997,44.027466,-27.367029,5.860077,54.262604,-30.771751,-3.386177,11.486816,27.567678,-17.917667,32.107178,3.525263,-9.610817,44.676483,-10.367151,1.006958,49.411560,-15.367393,1.000000
1.661572,-9.083344,48.352810,15.371925,-6.575256,33.746269,33.739273,-7.639526,6.727719,37.820221,-15.239441,-11.675812,3.016087,12.380615,15.975764,29.909084,8.317871,-10.632852,38.077511,-8.230774,-3.152123,31.152126,-11.007202,9.256473,-6.315968,4.255249,8.442197,20.241493,-2.224121,-16.865499,30.982841,-18.515259,-5.616894,22.634506,-20.934937,8.339116,-15.902630,-5.589142,4.264747,5.782246,-13.877289,-19.825966,17.510899,-27.576324,-7.976881,11.610832,-28.254486,7.020688,-23.099850,-18.298584,2.750068,-6.921749,-24.245361,-20.962772,5.405018,-32.652191,-12.628376,2.653706,-32.014832,-0.464861,1.000000,41.637341,-16.893402,21.612997,36.921322,-10.205109,3.046671,25.424015,6.610413,-22.199614,14.592896,22.890686,-28.750126,9.478626,-18.564087,-1.124865,-4.388573,4.780579,-33.991371,4.241489,26.398376,-39.093422,16.642735,32.153107,-35.483742,1.363293,-8.774902,7.398016,-12.251198,15.387329,-27.207523,-1.179436,37.114502,-39.419357,12.165436,46.559021,-38.490025,-2.933382,0.741394,17.327890,-16.585047,24.390137,-12.444522,-6.459236,44.197815,-27.280273,5.535873,54.512268,-30.683578,-3.548670,11.298676,27.615454,-18.029917,32.035767,3.668440,-9.727272,44.732361,-10.140884,0.805935,49.564728,-15.229006,1.000000
1.840351,-9.029999,48.194458,15.574139,-6.371979,33.637878,34.032257,-7.070465,6.637587,38.259621,-14.319733,-11.889895,3.015453,12.483276,15.979815,29.848251,8.536652,-10.649777,38.068222,-7.875214,-3.099709,31.061497,-10.567719,9.280035,-6.177258,4.144714,8.510929,20.336689,-2.136017,-16.977886,31.101345,-18.246948,-5.880193,22.634380,-20.684082,8.011488,-15.812634,-5.667267,4.377207,5.816319,-13.796753,-19.921734,17.540527,-27.387482,-8.267187,11.520287,-28.149261,6.692343,-23.151257,-18.286285,2.867672,-7.045979,-24.121094,-21.052555,5.305553,-32.490173,-12.913240,2.491436,-31.976593,-0.758133,1.000000,41.767174,-16.755676,21.477682,37.004677,-9.947632,2.965048,25.496284,7.037537,-22.192652,14.730850,23.389862,-28.724232,9.538307,-18.487549,-1.120737,-4.305996,4.752380,-34.071247,4.224731,26.571075,-39.370113,16.413311,33.026367,-35.917946,1.401073,-8.803772,7.402636,-12.412561,15.289490,-27.198980,-1.691570,37.214111,-39.718285,11.304417,47.238220,-39.434143,-2.906740,0.724548,17.316690,-16.666279,24.337006,-12.449194,-6.765539,44.306061,-27.521721,5.167000,54.651733,-30.873154,-3.508278,11.283875,27.595812,-18.089226,31.992920,3.696600,-9.917816,44.786987,-10.202803,0.483612,49.737915,-15.462241,1.000000
2.122303,-8.919861,48.270851,15.869873,-6.075958,33.762409,34.381134,-6.547638,6.814079,38.691383,-13.763824,-11.708183,3.222054,12.363525,15.960932,29.785015,8.125153,-10.670685,37.920502,-8.424713,-2.979277,31.079197,-10.951080,9.489735,-6.218601,4.282318,8.519043,20.210827,-2.121460,-16.980402,31.096066,-18.390625,-5.833467,22.757656,-20.960052,8.067078,-15.853870,-5.558014,4.436436,5.674061,-13.792114,-19.931826,17.481178,-27.491333,-8.307920,11.576912,-28.333344,6.671568,-23.168957,-18.210541,2.977369,-7.152370,-24.107910,-20.993629,5.219250,-32.514557,-12.892487,2.429089,-32.040894,-0.739961,1.000000,41.932415,-16.659515,21.185947,37.078686,-9.620453,2.776716,25.515419,7.674438,-22.213354,14.819527,24.135162,-28.701475,9.582687,-18.440002,-1.146255,-4.284447,4.680298,-34.240570,3.984470,26.733215,-39.733292,15.654705,34.321289,-36.388397,1.460693,-8.826843,7.381935,-12.513073,15.267181,-27.146812,-2.041002,37.384705,-39.926033,10.589886,47.951172,-40.292427,-2.833431,0.697418,17.302834,-16.593901,24.379974,-12.327273,-6.473869,44.414734,-27.265396,5.881626,54.285767,-29.860664,-3.408295,11.227295,27.604176,-18.009682,31.980042,3.858299,-9.757282,44.824554,-9.983236,0.813427,49.525208,-15.026767,1.000000
2.157551,-8.929138,48.263165,15.943581,-5.957611,33.819740,34.507885,-6.236420,6.928205,38.814377,-13.373871,-11.607080,3.639984,11.984100,16.004887,29.794792,7.172119,-10.696091,37.454170,-9.397980,-2.921116,30.738113,-11.293488,9.722810,-6.316856,4.567322,8.536416,20.057953,-2.060211,-17.019629,30.894356,-18.507904,-5.928424,22.609100,-21.140106,7.978520,-15.999290,-5.237976,4.450984,5.435715,-13.640594,-20.026402,17.223846,-27.521088,-8.504563,11.418369,-28.428162,6.501641,-23.365028,-17.886505,2.980367,-7.438683,-23.883881,-21.072464,4.898052,-32.437164,-13.054921,2.162586,-32.012085,-0.888924,1.000000,41.928329,-16.627258,21.191809,37.168221,-9.338562,2.851240,25.856407,8.309509,-22.077053,15.392769,24.924438,-28.604643,9.657150,-18.358643,-1.215931,-3.951546,4.866882,-34.346123,4.373528,26.944885,-39.700806,15.801727,34.936615,-36.234879,1.460594,-8.911987,7.333708,-12.497700,15.380920,-27.061403,-2.149958,37.648895,-39.722946,10.314720,48.399078,-40.242195,-2.911917,0.558899,17.274294,-16.701069,24.397675,-12.320276,-6.740290,44.675964,-27.244036,5.608929,54.485413,-29.418165,-3.541407,11.011108,27.646063,-18.166498,31.878632,3.972900,-10.065687,44.947632,-9.866264,0.398834,49.822632,-14.933880,1.000000
2.045166,-8.803833,48.281876,15.861019,-5.974609,33.840034,34.497543,-6.486572,6.992147,38.832401,-13.777222,-11.458754,3.680679,12.005188,15.971539,29.822475,6.998657,-10.777916,37.396221,-9.537415,-3.018265,30.689777,-11.285339,9.646513,-6.317387,4.628662,8.514591,20.088261,-2.153259,-17.098341,30.925564,-18.627686,-6.049685,22.678001,-21.251282,7.882273,-16.030499,-5.155273,4.449352,5.407791,-13.709778,-20.054684,17.174953,-27.639771,-8.555834,11.394634,-28.534668,6.458029,-23.434277,-17.785767,3.010801,-7.506145,-23.915710,-21.052532,4.804459,-32.536316,-13.046697,2.089752,-32.135132,-0.868828,1.000000,41.846077,-16.637024,21.302277,37.102280,-9.450073,2.920759,25.768517,8.073486,-22.036594,15.247963,24.650085,-28.525517,9.652664,-18.400909,-1.230665,-4.043659,4.861420,-34.333992,4.236740,26.856812,-39.582420,15.782635,34.545593,-35.988155,1.464146,-8.890686,7.333191,-12.580154,15.427551,-27.064629,-2.325386,37.685059,-39.626251,10.181732,48.364319,-40.001472,-2.928001,0.561127,17.284367,-16.800808,24.397400,-12.332460,-7.053360,44.707947,-27.344158,5.150436,54.661224,-29.737995,-3.598473,10.995087,27.671635,-18.265484,31.880798,3.984650,-10.229273,44.944153,-9.853279,0.163948,49.885315,-15.047859,1.000000
1.875969,-9.475433,48.167252,15.736919,-7.024017,33.700333,34.454060,-8.037476,6.875780,38.741463,-15.512573,-11.479203,3.439594,12.092804,16.088263,29.862312,7.602966,-10.830609,37.474960,-9.221863,-3.634623,30.478027,-11.779419,8.764889,-6.211006,4.352356,8.542025,20.018497,-2.435150,-17.122982,30.579855,-19.093384,-6.193145,22.365311,-21.510132,7.822920,-15.986641,-5.302734,4.348261,5.349262,-13.810944,-20.103693,16.950027,-27.913513,-8.590219,11.220516,-28.677216,6.464151,-23.417770,-17.875854,2.771477,-7.520363,-23.896057,-21.209097,4.684326,-32.677307,-13.145452,1.991028,-32.248230,-0.949600,1.000000,41.789268,-16.237671,21.504797,37.137733,-8.898407,3.160828,25.812523,8.706940,-21.781614,15.095192,25.138885,-28.303141,9.920723,-18.256195,-1.363388,-3.763397,5.245422,-34.188309,4.546185,27.215668,-38.854233,16.266693,34.189728,-34.732399,1.525517,-8.956909,7.254034,-12.504259,15.617645,-26.887840,-2.078537,37.944458,-38.711761,10.828312,48.034027,-38.081734,-3.088657,0.319183,17.272017,-17.128466,24.260345,-12.261332,-7.832550,44.938446,-27.287159,3.870747,55.562225,-30.238935,-3.940102,10.651337,27.749025,-18.784752,31.522003,4.076826,-11.021151,44.894440,-9.735754,-0.918350,50.382782,-15.079426,1.000000
1.540680,-8.815613,48.492317,15.410427,-6.694397,33.992325,34.021069,-8.353821,7.193701,38.103252,-16.273651,-10.997463,3.338932,12.333862,15.882288,29.981392,7.558044,-11.096991,37.721951,-9.027618,-3.854790,30.794914,-11.372986,8.603415,-6.281391,4.487793,8.406355,20.090889,-2.663788,-17.111671,30.709352,-19.138672,-5.932700,22.573181,-21.340271,8.176332,-16.027683,-5.236938,4.312441,5.420307,-14.132660,-20.000322,17.072208,-28.062622,-8.290652,11.459896,-28.557312,6.828960,-23.412487,-17.856628,2.894548,-7.434872,-24.297546,-20.994183,4.832863,-33.011566,-12.823089,2.328251,-32.353943,-0.592937,1.000000,41.551292,-16.100800,21.970181,36.894768,-8.889587,3.580303,25.425125,8.522400,-21.357269,14.486156,24.830017,-27.767036,9.946800,-18.330292,-1.371458,-3.614805,5.288879,-33.910587,5.042587,26.961182,-38.091778,17.196129,32.517822,-33.710384,1.530563,-8.922974,7.283268,-12.389776,15.725037,-26.665550,-1.631092,37.722931,-37.710651,11.791828,46.564728,-35.960831,-3.150871,0.354858,17.288155,-17.209541,24.234009,-12.260745,-8.306499,44.959473,-27.366594,2.618397,56.192261,-31.371750,-4.193678,10.644073,27.805462,-18.979925,31.452515,4.041956,-11.225769,44.749481,-9.750498,-1.409904,50.433990,-15.449209,1.000000
1.293133,-8.442657,48.275051,15.129791,-6.475677,33.720558,33.750137,-8.219971,6.862289,37.921555,-15.998383,-11.388828,3.185143,12.621124,15.831944,30.414799,8.266876,-11.838891,38.733612,-7.733490,-5.281081,31.782150,-10.042297,7.058422,-6.159206,4.389923,8.419603,20.414391,-2.666656,-17.341425,30.946747,-18.802521,-6.458158,22.512600,-20.968719,7.530565,-15.922321,-5.335602,4.372738,5.663708,-14.205322,-20.204157,17.089359,-27.883240,-8.810110,11.097733,-28.386810,6.222942,-23.545406,-17.804291,2.974766,-7.426189,-24.249908,-21.191059,4.741146,-32.831573,-13.299557,1.971268,-32.289215,-1.093727,1.000000,41.192333,-15.833008,22.734198,36.846775,-8.583923,4.286119,25.704605,8.855103,-20.735027,14.720852,25.106323,-27.157339,10.152580,-18.268921,-1.432928,-2.760429,5.684875,-33.564259,6.637371,26.685608,-36.585476,19.121777,30.295990,-31.463362,1.536766,-8.930359,7.184900,-11.808718,16.088013,-26.462162,-0.320545,37.793610,-36.050095,13.493748,44.676483,-32.313755,-3.418262,0.160675,17.244463,-17.131550,24.164764,-12.218144,-7.814184,44.876709,-26.655344,3.265125,56.017273,-30.395760,-4.908802,10.251282,27.923162,-19.422920,31.122528,4.162195,-11.309074,44.328125,-9.226576,-1.172691,49.600586,-14.571539,1.000000
